customer_id,first_name,last_name,email,state,acquisition_channel,signup_date,is_subscriber,email_opt_in,date_of_birth
C000543,Ashley,Taylor,ashley.taylor831@outlook.com,TN,organic_search,2023-09-13,False,True,1969-04-04
C000544,Amy,Lopez,amy.lopez500@gmail.com,GA,paid_social,2023-11-29,False,True,1998-05-29
C000545,Kevin,Thompson,kevin.thompson901@icloud.com,OH,paid_social,2023-02-27,False,True,1971-11-22
C000546,Samantha,Roberts,samantha.roberts648@icloud.com,NY,organic_search,2023-01-12,False,True,1986-05-22
C000547,Carolyn,Anderson,carolyn.anderson157@gmail.com,NJ,email,2024-05-29,False,False,1976-08-15
C000548,Susan,Anderson,susan.anderson443@outlook.com,WA,paid_social,2024-05-31,True,False,1977-11-04
C000549,Kimberly,Garcia,kimberly.garcia409@icloud.com,CO,email,2024-02-13,True,True,1972-11-16
C000550,Emma,Flores,emma.flores754@yahoo.com,FL,paid_search,2023-07-20,False,True,1975-09-23
C000551,Joseph,Nelson,joseph.nelson424@icloud.com,NY,paid_search,2023-04-02,False,True,1987-08-05
C000552,Brian,Flores,brian.flores842@icloud.com,MN,email,2023-06-23,False,True,1970-10-01
C000553,Lisa,Carter,lisa.carter746@gmail.com,MN,organic_search,2024-01-18,True,False,1989-02-27
C000554,Amanda,Hall,amanda.hall824@gmail.com,NY,paid_search,2023-01-15,False,False,1991-07-21
C000555,Brenda,King,brenda.king769@outlook.com,NV,paid_social,2023-07-28,False,True,1971-08-12
C000556,Timothy,Nguyen,timothy.nguyen928@gmail.com,OR,email,2023-01-19,True,True,1980-03-18
C000557,William,Harris,william.harris677@outlook.com,FL,email,2023-01-09,False,True,1987-12-02
C000558,Ashley,Harris,ashley.harris521@gmail.com,IL,referral,2024-01-31,False,True,1993-03-06
C000559,Ryan,Scott,ryan.scott949@gmail.com,NY,organic_search,2024-05-27,False,True,1995-05-18
C000560,Brian,Baker,brian.baker361@outlook.com,NJ,email,2023-01-19,False,True,1998-04-15
C000561,Stephanie,Johnson,stephanie.johnson967@outlook.com,FL,paid_search,2023-09-21,False,True,1968-12-30
C000562,Eric,Baker,eric.baker628@yahoo.com,FL,paid_social,2024-01-27,False,True,1974-12-07
C000563,Cynthia,Wright,cynthia.wright135@yahoo.com,OR,email,2023-12-04,False,True,1995-09-30
C000564,Frank,Rivera,frank.rivera921@yahoo.com,NC,paid_social,2023-11-13,False,True,1976-07-18
C000565,Kenneth,Jones,kenneth.jones571@gmail.com,CA,organic_search,2023-06-11,False,True,1987-03-01
C000566,Edward,Martin,edward.martin454@outlook.com,CA,organic_search,2024-02-28,False,True,1974-09-22
C000567,Katherine,Torres,katherine.torres628@yahoo.com,CA,paid_social,2023-10-01,False,True,1980-05-21
C000568,Nicholas,Hill,nicholas.hill481@outlook.com,WA,organic_search,2023-05-18,False,True,1991-03-30
C000569,Edward,Carter,edward.carter993@gmail.com,TX,referral,2023-02-03,False,True,1992-01-04
C000570,William,Lopez,william.lopez950@icloud.com,NY,direct,2023-07-29,False,True,1990-07-09
C000571,Rebecca,Roberts,rebecca.roberts43@icloud.com,MN,email,2024-03-13,False,True,1978-03-01
C000572,Samuel,Rivera,samuel.rivera806@gmail.com,VA,paid_social,2024-06-21,False,True,1991-06-20
C000573,Jonathan,Sanchez,jonathan.sanchez753@gmail.com,MA,paid_social,2024-06-15,False,True,1989-05-30
C000574,Ronald,Martin,ronald.martin793@outlook.com,MA,paid_social,2024-03-26,False,True,1979-01-22
C000575,Kathleen,Adams,kathleen.adams463@gmail.com,MN,organic_search,2023-05-26,True,True,1995-05-07
C000576,Edward,Lee,edward.lee462@gmail.com,GA,organic_search,2024-02-07,False,True,1981-09-21
C000577,Steven,Lee,steven.lee709@yahoo.com,WA,email,2023-04-03,True,True,1977-10-09
C000578,Maria,Allen,maria.allen627@yahoo.com,AZ,paid_search,2024-01-29,False,False,1976-09-22
C000579,Christopher,Martinez,christopher.martinez184@gmail.com,AZ,paid_social,2023-06-03,False,True,1973-05-03
C000580,Sarah,Rodriguez,sarah.rodriguez984@yahoo.com,CA,organic_search,2023-07-05,False,True,1979-02-27
C000581,Katherine,Young,katherine.young244@yahoo.com,FL,paid_social,2023-01-06,False,True,1974-02-10
C000582,Dorothy,Scott,dorothy.scott285@yahoo.com,CA,paid_social,2023-01-07,True,False,1971-02-11
C000583,Kevin,Garcia,kevin.garcia51@gmail.com,MA,paid_social,2023-11-02,True,True,1975-03-02
C000584,Ryan,Mitchell,ryan.mitchell593@outlook.com,FL,email,2023-07-01,True,True,1998-06-24
C000585,Stephen,Jones,stephen.jones300@icloud.com,NY,organic_search,2024-03-13,False,True,1978-09-06
C000586,Carolyn,Wilson,carolyn.wilson627@gmail.com,MA,organic_search,2023-08-03,False,False,1979-11-28
C000587,Jason,Hill,jason.hill869@outlook.com,MA,paid_search,2023-10-22,False,False,1974-04-08
C000588,Eric,Campbell,eric.campbell648@icloud.com,GA,paid_social,2024-05-23,True,False,2002-05-04
C000589,Patricia,Robinson,patricia.robinson641@gmail.com,MA,email,2023-05-02,False,True,1999-04-23
C000590,Brian,Scott,brian.scott826@yahoo.com,NY,organic_search,2023-12-08,False,False,1988-02-23
C000591,Nicholas,Scott,nicholas.scott332@gmail.com,FL,organic_search,2023-11-04,False,True,2000-07-20
C000592,Matthew,Perez,matthew.perez854@outlook.com,WA,referral,2023-06-29,False,True,1995-06-02
C000593,Lisa,Green,lisa.green472@outlook.com,MN,paid_social,2024-05-08,False,True,1978-12-29
C000594,Larry,Campbell,larry.campbell695@outlook.com,NY,paid_social,2023-11-03,True,False,1985-12-29
C000595,Lisa,Moore,lisa.moore861@gmail.com,CO,paid_search,2023-03-09,False,True,1974-01-12
C000596,Betty,Hill,betty.hill120@outlook.com,CA,email,2024-02-03,False,True,1979-10-24
C000597,Deborah,Lewis,deborah.lewis850@outlook.com,CA,organic_search,2023-09-01,False,False,1992-08-13
C000598,Jeffrey,Allen,jeffrey.allen26@icloud.com,WA,paid_social,2023-04-05,True,False,1987-05-10
C000599,Charles,Roberts,charles.roberts893@gmail.com,OR,direct,2023-12-02,False,True,1969-06-07
C000600,Ryan,Harris,ryan.harris731@gmail.com,OR,organic_search,2023-02-07,False,True,1997-03-19
C000601,Kathleen,Williams,kathleen.williams106@outlook.com,MA,organic_search,2023-12-08,False,True,1992-12-15
C000602,Andrew,Moore,andrew.moore546@outlook.com,NY,direct,2023-07-17,False,True,1996-06-03
C000603,Christine,Scott,christine.scott527@gmail.com,NY,organic_search,2023-01-16,False,True,1969-06-18
C000604,Pamela,Thomas,pamela.thomas176@gmail.com,CO,paid_search,2023-10-18,False,True,2000-07-05
C000605,Gregory,Brown,gregory.brown109@icloud.com,TX,organic_search,2024-04-27,False,True,1975-10-01
C000606,Brandon,Thompson,brandon.thompson320@outlook.com,OR,direct,2024-04-01,False,True,1981-05-18
C000607,Susan,Hall,susan.hall480@gmail.com,GA,paid_social,2023-05-15,False,True,1990-12-28
C000608,Charles,Flores,charles.flores265@outlook.com,OR,paid_search,2023-08-18,False,False,1987-01-29
C000609,Gary,Johnson,gary.johnson67@icloud.com,PA,organic_search,2024-04-09,False,True,1986-08-26
C000610,Shirley,Miller,shirley.miller416@gmail.com,NC,paid_search,2023-05-11,False,True,1983-05-25
C000611,Donald,Flores,donald.flores250@yahoo.com,NY,organic_social,2024-02-28,False,False,1975-09-01
C000612,Laura,Torres,laura.torres807@outlook.com,OR,paid_social,2024-03-17,False,True,1970-04-17
C000613,Joseph,Nguyen,joseph.nguyen611@icloud.com,NY,paid_social,2024-05-13,True,True,1975-07-19
C000614,Janet,Hill,janet.hill790@icloud.com,CA,paid_search,2023-04-22,False,True,1995-02-02
C000615,Charles,Nelson,charles.nelson153@icloud.com,IL,paid_social,2023-01-01,False,True,1970-06-13
C000616,Joshua,Torres,joshua.torres814@outlook.com,GA,referral,2023-11-21,False,False,1997-11-25
C000617,Brandon,Allen,brandon.allen414@yahoo.com,NJ,organic_search,2023-01-09,True,True,1975-12-02
C000618,Joseph,Jackson,joseph.jackson887@gmail.com,FL,paid_search,2024-01-03,False,True,1984-11-07
C000619,Timothy,Ramirez,timothy.ramirez559@yahoo.com,TX,email,2024-02-20,False,True,1985-12-29
C000620,Lisa,Jackson,lisa.jackson894@yahoo.com,GA,email,2024-03-03,True,True,1982-08-06
C000621,David,Rodriguez,david.rodriguez658@icloud.com,OR,direct,2023-05-20,False,False,1973-06-10
C000622,Ryan,Allen,ryan.allen435@icloud.com,FL,paid_search,2023-07-04,False,True,1979-03-06
C000623,Catherine,Allen,catherine.allen276@icloud.com,CA,referral,2023-08-31,False,True,1980-01-02
C000624,Joseph,Nguyen,joseph.nguyen494@gmail.com,NV,organic_search,2024-01-13,False,False,1989-07-07
C000625,Eric,Garcia,eric.garcia536@gmail.com,OR,paid_search,2024-04-21,False,True,1971-08-21
C000626,Brandon,Brown,brandon.brown926@outlook.com,TN,paid_social,2023-11-16,True,True,1987-01-08
C000627,Melissa,Jackson,melissa.jackson297@yahoo.com,AZ,organic_search,2024-03-07,False,True,1976-11-29
C000628,Linda,Green,linda.green485@yahoo.com,NY,paid_social,2023-09-24,False,True,2000-07-09
C000629,Gary,Garcia,gary.garcia130@gmail.com,CA,direct,2023-10-21,False,True,1990-04-18
C000630,Jack,Davis,jack.davis619@yahoo.com,MA,referral,2023-01-15,False,True,1993-03-10
C000631,Carolyn,Thomas,carolyn.thomas497@yahoo.com,NY,direct,2023-09-25,False,True,1995-03-30
C000632,Angela,Carter,angela.carter423@icloud.com,MA,paid_search,2023-06-07,False,True,1968-07-04
C000633,Michael,Adams,michael.adams271@gmail.com,WA,organic_search,2023-12-20,False,True,1978-02-05
C000634,Timothy,Baker,timothy.baker723@icloud.com,CA,organic_search,2023-08-28,True,False,1981-07-16
C000635,Gregory,Lee,gregory.lee985@gmail.com,NY,organic_search,2024-01-27,False,False,1974-09-14
C000636,Kevin,Moore,kevin.moore274@gmail.com,WA,paid_search,2023-10-07,False,True,1990-12-08
C000637,Eric,Perez,eric.perez694@yahoo.com,CA,email,2023-07-19,True,True,1978-01-01
C000638,Janet,Lewis,janet.lewis360@yahoo.com,CA,email,2023-04-17,False,True,1998-10-04
C000639,Scott,Green,scott.green125@gmail.com,FL,organic_search,2023-08-11,False,False,1972-07-24
C000640,Joseph,Hall,joseph.hall189@outlook.com,CA,paid_search,2023-07-09,False,True,1989-02-19
C000641,Frank,Nelson,frank.nelson789@outlook.com,NY,paid_search,2024-03-13,False,True,1984-10-13
C000642,Linda,Taylor,linda.taylor979@outlook.com,TX,organic_search,2023-12-07,True,True,1972-12-29
C000643,Jessica,Martinez,jessica.martinez554@icloud.com,TN,organic_search,2024-05-18,False,True,1997-10-05
C000644,Barbara,Jones,barbara.jones586@outlook.com,MA,paid_social,2023-02-05,True,True,1999-06-02
C000645,Paul,Martinez,paul.martinez717@outlook.com,CO,referral,2024-02-04,False,False,1980-02-06
C000646,Laura,Sanchez,laura.sanchez865@gmail.com,VA,organic_search,2024-05-04,True,True,1976-11-29
C000647,Kevin,Baker,kevin.baker311@icloud.com,MA,organic_search,2024-01-03,False,True,1986-10-08
C000648,Ryan,Carter,ryan.carter785@outlook.com,FL,email,2023-03-24,True,True,1970-01-10
C000649,Jessica,Green,jessica.green706@outlook.com,FL,paid_social,2024-02-04,False,True,2000-07-05
C000650,Patricia,Campbell,patricia.campbell608@yahoo.com,NY,paid_social,2023-07-17,True,True,1981-05-27
C000651,Robert,Perez,robert.perez58@outlook.com,VA,email,2023-01-17,True,True,1980-07-02
C000652,Jack,Nguyen,jack.nguyen239@gmail.com,WA,paid_social,2023-06-02,True,False,1999-05-19
C000653,Carolyn,Adams,carolyn.adams134@gmail.com,NC,paid_social,2023-09-06,True,True,1994-01-15
C000654,Jessica,Davis,jessica.davis510@yahoo.com,NY,organic_search,2023-03-07,False,False,1970-10-07
C000655,Carol,Davis,carol.davis701@yahoo.com,TX,paid_search,2024-02-16,False,True,1994-05-13
C000656,William,Davis,william.davis281@yahoo.com,TX,paid_social,2023-12-10,True,True,1975-11-07
C000657,Karen,Miller,karen.miller811@icloud.com,CA,paid_social,2023-02-11,True,True,1997-02-17
C000658,Sharon,Hall,sharon.hall827@icloud.com,MA,email,2023-10-18,False,True,1983-05-01
C000659,Daniel,Flores,daniel.flores709@gmail.com,MA,paid_social,2023-09-02,False,True,1988-03-05
C000660,Sharon,Smith,sharon.smith572@yahoo.com,NJ,organic_search,2023-12-23,False,True,1977-10-13
C000661,Mark,Robinson,mark.robinson789@yahoo.com,NC,paid_search,2024-06-03,False,True,1981-02-27
C000662,Daniel,Hernandez,daniel.hernandez687@gmail.com,TX,organic_search,2024-05-24,False,True,1974-09-29
C000663,Jennifer,Miller,jennifer.miller759@gmail.com,WA,organic_search,2024-04-09,True,True,1991-09-25
C000664,Virginia,Nguyen,virginia.nguyen334@icloud.com,NY,organic_search,2024-03-31,False,False,1987-08-20
C000665,Richard,Thomas,richard.thomas756@icloud.com,TX,direct,2023-08-22,False,True,1979-12-05
C000666,Laura,Martinez,laura.martinez222@icloud.com,WA,organic_search,2023-02-25,False,True,1985-01-30
C000667,Margaret,Perez,margaret.perez131@gmail.com,PA,email,2023-10-04,True,True,1994-02-04
C000668,Mark,Jackson,mark.jackson619@yahoo.com,MA,direct,2023-12-18,False,True,1977-03-08
C000669,Susan,Clark,susan.clark878@icloud.com,WA,direct,2023-08-24,False,True,2001-01-04
C000670,Jack,Thomas,jack.thomas254@outlook.com,MN,paid_social,2024-03-14,False,False,1976-06-25
C000671,Sharon,Williams,sharon.williams42@icloud.com,FL,email,2023-01-06,False,True,1969-10-13
C000672,Cynthia,Young,cynthia.young247@gmail.com,MI,organic_search,2023-04-11,True,True,1988-01-09
C000673,Samuel,Garcia,samuel.garcia17@icloud.com,IL,paid_social,2023-09-02,True,True,1981-04-13
C000674,Karen,Rivera,karen.rivera416@yahoo.com,WA,direct,2024-04-19,False,True,1974-03-06
C000675,Stephanie,Hall,stephanie.hall341@gmail.com,OR,paid_search,2023-03-14,False,True,1975-05-31
C000676,Janet,Garcia,janet.garcia636@outlook.com,OR,organic_search,2023-08-01,True,False,1996-08-14
C000677,George,Robinson,george.robinson634@gmail.com,CA,paid_social,2024-01-28,True,True,1992-11-27
C000678,Kevin,Thomas,kevin.thomas553@gmail.com,AZ,email,2023-05-22,False,False,1969-11-16
C000679,Heather,Carter,heather.carter231@outlook.com,OR,paid_search,2023-08-03,False,True,1998-10-05
C000680,Brian,Lewis,brian.lewis498@gmail.com,VA,paid_social,2024-01-17,False,False,1981-10-14
C000681,Gregory,Hall,gregory.hall829@gmail.com,CA,organic_search,2024-01-12,False,True,1994-01-10
C000682,Barbara,Miller,barbara.miller169@outlook.com,TX,email,2023-10-23,True,False,2000-10-22
C000683,Sharon,Baker,sharon.baker555@yahoo.com,GA,paid_social,2023-10-28,False,True,1993-05-11
C000684,John,Anderson,john.anderson855@outlook.com,MA,paid_social,2023-03-06,False,True,1974-07-30
C000685,Stephen,Lewis,stephen.lewis469@outlook.com,NY,paid_social,2024-06-26,False,False,1992-04-30
C000686,Deborah,Jackson,deborah.jackson789@gmail.com,MI,organic_search,2024-05-10,False,True,1995-02-28
C000687,Betty,Lopez,betty.lopez860@yahoo.com,IL,organic_search,2023-10-20,True,True,1985-03-27
C000688,Anthony,Scott,anthony.scott725@gmail.com,CA,email,2023-07-08,False,True,1994-03-29
C000689,Joshua,Davis,joshua.davis943@gmail.com,CA,paid_social,2024-06-30,False,True,1988-02-24
C000690,James,Mitchell,james.mitchell560@outlook.com,TN,email,2023-06-09,False,False,1975-09-20
C000691,Larry,Campbell,larry.campbell929@icloud.com,CA,paid_social,2023-05-31,True,True,1996-03-09
C000692,Patricia,Sanchez,patricia.sanchez633@yahoo.com,MA,email,2023-11-12,True,True,1991-12-01
C000693,Margaret,Johnson,margaret.johnson86@icloud.com,NJ,email,2023-10-12,False,True,1979-10-18
C000694,Katherine,Hill,katherine.hill524@gmail.com,CA,referral,2023-11-22,False,False,1985-04-29
C000695,Deborah,Smith,deborah.smith292@outlook.com,OH,paid_search,2024-01-31,False,True,1969-06-13
C000696,Jack,Clark,jack.clark823@icloud.com,NJ,paid_search,2024-03-30,False,True,1983-09-06
C000697,Virginia,Hill,virginia.hill89@yahoo.com,OH,organic_search,2023-05-23,False,False,1998-06-10
C000698,Susan,Smith,susan.smith420@outlook.com,GA,paid_social,2024-01-20,False,False,1995-12-05
C000699,Betty,Harris,betty.harris297@icloud.com,PA,organic_search,2023-07-24,False,True,1976-06-27
C000700,Mark,Johnson,mark.johnson811@gmail.com,MA,organic_search,2024-04-19,False,True,1996-09-29
C000701,Sharon,Lopez,sharon.lopez504@yahoo.com,WA,organic_search,2023-10-22,False,False,1974-12-16
C000702,Justin,Walker,justin.walker580@icloud.com,WA,direct,2024-01-06,False,True,1996-08-31
C000703,Shirley,Campbell,shirley.campbell590@gmail.com,NY,email,2024-01-18,True,False,1995-12-27
C000704,Christopher,Brown,christopher.brown280@outlook.com,NY,paid_social,2024-01-01,False,True,1978-04-05
C000705,Shirley,Gonzalez,shirley.gonzalez785@yahoo.com,TX,direct,2023-03-20,False,True,1987-01-18
C000706,Paul,Baker,paul.baker715@outlook.com,VA,organic_search,2023-11-05,False,True,1978-08-14
C000707,Deborah,Roberts,deborah.roberts497@icloud.com,CA,paid_search,2023-10-16,False,True,1991-11-21
C000708,Emma,Flores,emma.flores707@gmail.com,CA,paid_social,2023-07-12,False,True,2000-10-06
C000709,Brian,Martin,brian.martin708@outlook.com,NV,organic_search,2024-05-06,False,True,1987-01-07
C000710,Alexander,Martin,alexander.martin30@gmail.com,CA,paid_search,2023-06-26,False,True,1995-11-17
C000711,Thomas,Garcia,thomas.garcia436@gmail.com,AZ,organic_search,2023-08-03,False,True,1996-10-07
C000712,Raymond,Allen,raymond.allen608@gmail.com,CA,paid_social,2023-02-03,False,True,2000-08-24
C000713,Sarah,Hill,sarah.hill211@yahoo.com,CA,organic_search,2023-04-09,False,False,1988-11-04
C000714,Melissa,Hernandez,melissa.hernandez876@yahoo.com,AZ,organic_search,2023-12-23,True,True,1969-11-19
C000715,Andrew,Hernandez,andrew.hernandez924@gmail.com,CO,email,2023-07-16,True,True,1985-02-11
C000716,Jeffrey,Baker,jeffrey.baker981@gmail.com,FL,organic_search,2023-07-09,False,True,1991-04-30
C000717,Joseph,Carter,joseph.carter322@gmail.com,WA,paid_social,2024-02-22,False,True,1989-03-24
C000718,David,Lee,david.lee506@gmail.com,GA,paid_search,2023-02-11,False,True,1981-03-20
C000719,Stephen,Clark,stephen.clark298@icloud.com,WA,organic_search,2023-08-20,True,True,1993-08-10
C000720,Gregory,Young,gregory.young689@gmail.com,OR,paid_search,2023-01-14,False,True,1983-05-06
C000721,Frank,Nguyen,frank.nguyen105@yahoo.com,NY,organic_search,2024-02-15,False,True,1984-01-03
C000722,Ashley,Ramirez,ashley.ramirez743@icloud.com,IL,paid_search,2023-05-06,False,True,1972-06-24
C000723,Melissa,Walker,melissa.walker683@icloud.com,CA,organic_social,2024-02-14,False,True,1996-08-28
C000724,Gary,Young,gary.young237@yahoo.com,PA,organic_search,2023-09-14,False,True,2000-07-08
C000725,Timothy,Hill,timothy.hill696@outlook.com,CA,organic_search,2023-07-03,False,True,1978-03-13
C000726,Kathleen,Gonzalez,kathleen.gonzalez301@icloud.com,NY,paid_social,2024-05-19,False,False,1977-11-17
C000727,Robert,Ramirez,robert.ramirez902@gmail.com,FL,paid_search,2023-01-19,False,True,1999-08-05
C000728,Emma,Nelson,emma.nelson882@outlook.com,NY,paid_social,2023-07-01,True,True,1996-08-09
C000729,Raymond,Scott,raymond.scott702@icloud.com,CO,paid_social,2024-05-17,False,True,1980-03-14
C000730,Brandon,Baker,brandon.baker362@outlook.com,PA,email,2024-01-22,True,True,1975-11-18
C000731,Benjamin,Perez,benjamin.perez390@gmail.com,FL,paid_social,2023-01-28,False,True,1990-02-19
C000732,Donald,Adams,donald.adams320@gmail.com,NY,paid_social,2023-09-11,True,True,1987-01-30
C000733,Ryan,Nelson,ryan.nelson885@icloud.com,NY,paid_social,2023-02-08,False,True,1974-09-30
C000734,Kenneth,Harris,kenneth.harris585@icloud.com,OR,paid_social,2023-01-23,True,True,1978-10-18
C000735,Rachel,Perez,rachel.perez171@outlook.com,WA,paid_search,2024-05-29,False,False,1999-01-17
C000736,Andrew,Taylor,andrew.taylor49@outlook.com,TX,organic_social,2023-08-08,False,False,1997-06-29
C000737,Virginia,Perez,virginia.perez280@gmail.com,FL,paid_social,2023-04-08,False,True,1997-11-04
C000738,Nicholas,Martin,nicholas.martin444@outlook.com,MA,organic_search,2023-11-06,False,True,1977-04-20
C000739,John,Green,john.green721@yahoo.com,NJ,paid_social,2023-07-04,False,False,1980-07-23
C000740,Samantha,Wright,samantha.wright829@icloud.com,CA,referral,2023-10-02,False,True,1981-01-08
C000741,Donald,Martinez,donald.martinez765@outlook.com,OH,direct,2023-06-01,False,False,1972-12-29
C000742,Edward,Moore,edward.moore844@outlook.com,IL,email,2023-07-28,False,True,1996-06-29
C000743,Matthew,Johnson,matthew.johnson252@outlook.com,FL,paid_social,2023-06-03,False,True,1999-10-11
C000744,Christopher,Moore,christopher.moore140@gmail.com,MA,paid_search,2023-07-26,False,True,1999-09-09
C000745,John,Brown,john.brown881@gmail.com,CA,paid_search,2024-05-12,False,False,1986-01-28
C000746,Ronald,Campbell,ronald.campbell863@yahoo.com,CO,paid_search,2023-04-03,False,True,1971-06-23
C000747,Steven,Young,steven.young906@gmail.com,NY,organic_search,2024-06-21,True,True,1984-12-30
C000748,Jason,Wilson,jason.wilson148@gmail.com,FL,organic_search,2023-08-30,False,True,1975-03-27
C000749,Gary,Wright,gary.wright384@gmail.com,OR,paid_search,2023-02-27,False,False,1994-09-03
C000750,Jacob,Rivera,jacob.rivera377@outlook.com,IL,organic_search,2024-01-07,False,False,1972-04-30
C000751,Frank,Nelson,frank.nelson246@outlook.com,MI,paid_social,2023-02-25,False,True,1970-06-06
C000752,Jonathan,Thomas,jonathan.thomas879@icloud.com,FL,paid_search,2023-05-05,False,False,1989-11-23
C000753,Susan,Carter,susan.carter242@outlook.com,TN,organic_search,2023-11-05,False,True,1972-12-14
C000754,Robert,Moore,robert.moore888@gmail.com,WA,direct,2024-02-21,False,True,1987-03-26
C000755,Richard,Hernandez,richard.hernandez716@outlook.com,IL,paid_social,2024-03-08,False,False,1987-07-18
C000756,Frank,Johnson,frank.johnson781@gmail.com,WA,email,2024-04-09,False,True,2002-02-24
C000757,Margaret,Green,margaret.green313@outlook.com,GA,email,2024-02-15,True,False,1973-01-07
C000758,Scott,Baker,scott.baker421@outlook.com,CA,paid_social,2023-05-14,False,True,1974-10-12
C000759,Andrew,Gonzalez,andrew.gonzalez87@icloud.com,FL,paid_search,2023-12-02,False,False,1976-05-07
C000760,John,Johnson,john.johnson946@yahoo.com,TX,referral,2023-08-18,False,True,1994-01-28
C000761,Rebecca,Flores,rebecca.flores440@outlook.com,TX,organic_search,2023-02-20,False,True,2000-07-09
C000762,Laura,Roberts,laura.roberts943@icloud.com,TX,direct,2024-06-22,False,True,1990-07-20
C000763,Heather,Young,heather.young392@yahoo.com,TX,paid_social,2023-10-22,False,False,1969-03-23
C000764,Sharon,Lopez,sharon.lopez419@yahoo.com,TX,organic_search,2023-07-13,False,True,1990-05-29
C000765,Justin,Baker,justin.baker663@icloud.com,OH,organic_search,2024-01-14,False,False,1984-03-21
C000766,Catherine,Harris,catherine.harris726@icloud.com,CA,email,2023-08-06,False,True,1986-09-06
C000767,Jacob,Thompson,jacob.thompson621@gmail.com,FL,organic_search,2023-08-29,False,False,1971-07-26
C000768,Thomas,Scott,thomas.scott43@yahoo.com,MN,paid_search,2024-01-15,False,False,1996-02-20
C000769,Kenneth,Rivera,kenneth.rivera544@icloud.com,CA,email,2023-04-02,True,False,1988-08-30
C000770,Laura,Jackson,laura.jackson925@outlook.com,NY,email,2024-01-05,False,True,1994-08-17
C000771,Jack,Young,jack.young783@yahoo.com,MA,paid_social,2023-11-20,False,True,1993-06-05
C000772,Michael,Anderson,michael.anderson188@gmail.com,CA,paid_social,2023-06-02,True,False,1979-03-27
C000773,Jeffrey,Thompson,jeffrey.thompson727@icloud.com,CA,organic_search,2023-02-11,True,True,1991-12-29
C000774,Betty,Hernandez,betty.hernandez768@outlook.com,TX,paid_social,2023-10-18,False,False,2001-08-17
C000775,Pamela,Lopez,pamela.lopez427@gmail.com,CA,paid_search,2024-06-22,False,True,1989-09-27
C000776,Ronald,White,ronald.white605@gmail.com,PA,email,2023-05-05,True,True,1980-12-27
C000777,Scott,Nelson,scott.nelson6@outlook.com,MI,organic_social,2023-10-03,False,True,1968-12-15
C000778,Sandra,Brown,sandra.brown821@outlook.com,MI,email,2023-05-13,True,True,1983-06-28
C000779,Daniel,Thomas,daniel.thomas989@icloud.com,TX,organic_search,2023-09-19,False,False,1988-12-13
C000780,Sarah,Martin,sarah.martin503@icloud.com,TN,email,2023-06-07,False,True,1985-05-05
C000781,Deborah,Allen,deborah.allen205@icloud.com,NY,paid_social,2023-04-09,False,True,1997-03-28
C000782,Deborah,Flores,deborah.flores191@icloud.com,NJ,paid_social,2024-03-08,True,True,1973-02-24
C000783,Angela,King,angela.king645@gmail.com,TN,paid_search,2023-06-08,False,True,1994-10-14
C000784,Janet,Martin,janet.martin862@yahoo.com,CA,paid_social,2023-05-11,False,True,1999-05-09
C000785,Jessica,Allen,jessica.allen436@icloud.com,IL,organic_search,2024-06-09,False,True,1991-01-09
C000786,Nicholas,Johnson,nicholas.johnson117@icloud.com,FL,organic_search,2023-03-25,False,True,1969-08-25
C000787,Kenneth,Nguyen,kenneth.nguyen742@icloud.com,VA,direct,2023-11-01,False,True,1993-06-15
C000788,Betty,Garcia,betty.garcia765@outlook.com,CA,paid_social,2023-08-05,True,True,1993-11-27
C000789,Ryan,Hall,ryan.hall415@icloud.com,MA,paid_search,2024-05-03,False,True,1971-05-23
C000790,Joshua,Garcia,joshua.garcia129@yahoo.com,NJ,email,2024-02-09,True,False,1992-09-26
C000791,Debra,Martinez,debra.martinez666@yahoo.com,NC,paid_social,2024-05-07,False,True,1988-11-12
C000792,Charles,Walker,charles.walker433@gmail.com,GA,organic_search,2024-04-19,False,True,1980-07-22
C000793,John,Lewis,john.lewis600@yahoo.com,PA,organic_search,2024-04-27,False,True,2001-12-25
C000794,Benjamin,Rivera,benjamin.rivera443@icloud.com,IL,direct,2023-04-16,False,True,1988-04-05
C000795,Gary,Sanchez,gary.sanchez498@icloud.com,IL,email,2023-02-07,True,True,1989-02-07
C000796,Jacob,Davis,jacob.davis507@outlook.com,TX,paid_social,2024-03-03,False,True,1981-02-19
C000797,Jeffrey,Anderson,jeffrey.anderson520@yahoo.com,MN,paid_social,2023-12-19,False,False,1969-11-25
C000798,Thomas,Jackson,thomas.jackson741@icloud.com,OR,organic_social,2024-04-24,False,True,1981-02-21
C000799,Christine,Wilson,christine.wilson290@gmail.com,IL,email,2023-06-15,True,True,1982-10-23
C000800,Joshua,Thomas,joshua.thomas215@gmail.com,NY,organic_social,2024-05-20,False,True,1994-07-25
C000801,Robert,Jones,robert.jones346@icloud.com,IL,organic_search,2024-05-30,False,True,1987-03-01
C000802,Jennifer,Roberts,jennifer.roberts899@outlook.com,OH,referral,2023-12-30,False,True,1997-05-04
C000803,Jeffrey,Robinson,jeffrey.robinson986@gmail.com,IL,organic_social,2023-02-21,False,False,1996-08-02
C000804,Nicholas,Miller,nicholas.miller172@gmail.com,TX,referral,2023-02-12,False,True,1981-04-30
C000805,Angela,Campbell,angela.campbell892@gmail.com,VA,organic_search,2024-06-02,False,True,1993-05-19
